Item Code,Brand ,Model,Type,Reel Type,Length,Joint Type,Power,Power Category,Lure Weight,Action,Material,Guide,Reel Seat,Price,Discount,CR,GV,Warranty,After Discount,Final Price,Balance
283702,Relix Nusantara,Rotan Galatama,Travel (Casting),Spinning,6',3PCS,6 - 14 LB,Medium,4 - 20G,Fast,(Comp),Fuji,Normal,RM169,,,,12M,RM 169,RM 169,0
283701,Relix Nusantara,Rotan Galatama,Travel (Casting),Spinning,6',3PCS,8 - 17 LB,Medium,7 - 23G,Fast,(Comp),Fuji,Normal,RM169,,,,12M,RM 169,RM 169,0
824139,Rapala,Trailblazer Belize,Travel (Jigging/Btm),Spinning,6'3,4PCS,0.8 - 1.5 PE,Medium,120G Max,Fast,(Comp),Fuji,Fuji,RM580,RM 50,,RM 30,0,RM 530,RM 500,0
713515,Penn,Wrath II Boat Squid,Travel (Squid),Spinning,6',3PCS,50 - 150 G,0,50 - 150G,Fast,(Comp),Titanium,Normal,RM139,,,RM 10,0,RM 139,RM 129,0
713516,Penn,Wrath II Boat Squid,Travel (Squid),Spinning,7',3PCS,50 - 150 G,0,50 - 150G,Moderate,(Comp),Titanium,Normal,RM149,,,RM 10,0,RM 149,RM 139,0
824144,Rapala,Trail Blazer,Travel (Casting),Spinning,"7'3""",4PCS,10 - 30 LB,Heavy,60G Max,Fast,Carbon,Fuji,Fuji,RM680,RM 50,,RM 30,0,RM 630,RM 600,0
263216,Eupro,Blue Heron,Travel (Jigging/Btm),Spinning,7'6,4PCS,2 - 4 PE,Medium,28 - 90G,Fast,(Comp),Normal,Fuji,RM425,RM 40,,,0,RM 385,RM 385,0
150,Viper,Ranger,Single Hand (Casting),BC,6',2PCS,8 - 20 LB,Medium Heavy,6 - 30G,Fast,(Comp),Normal,Normal,RM150,,,RM 10,0,RM 150,RM 140,0
824131,Rapala,Countdown Finesse Casting,Travel (Casting),BC,"6'6""",4PCS,3 - 8 LB,Ultra Light,1/8 - 3/8OZ,Moderate - Fast,Carbon,Fuji,Aluminium,RM725,,,RM 30,0,RM 725,RM 695,0
103623,Seahawk,Journey Travel,Travel (Casting),BC,"5'10""",4PCS,8 - 20 LB,Medium Heavy,9 - 25G,Fast,(Comp),Fuji,Normal,RM180,,,RM 20,0,RM 180,RM 160,0
103622,Seahawk,Journey Travel,Travel (Casting),BC,"5'10""",4PCS,6 - 14 LB,Medium,7 - 18G,Fast,(Comp),Fuji,Normal,RM180,,,RM 20,0,RM 180,RM 160,0
393054,Gawas,Angler's Desire Tour Limited Edition,Travel (Casting),BC,6',5PCS,10 - 20 LB,Medium Heavy,8 - 25G,Fast,Graphite,Fuji,Fuji,RM280,,,,0,RM 280,RM 280,0
283681,Relix Nusantara,Capung,Casting,BC,"7'3""",2PCS,4 - 8 LB,Ultra Light,2 - 12G,Moderate,Graphite,Sea,Normal,RM129,,,,12M,RM 129,RM 129,0
543700,Shimano,18' Bass One XT,Casting,BC,6',2PCS,10 - 20 LB,Medium Heavy,7 - 21G,Fast,Carbon,Normal,Normal,RM340,RM 30,,,12M,RM 310,RM 310,0
543820,Shimano,22' Majestic XT,Casting,BC,"7'4""",2PCS,10 - 20 LB,Medium Heavy,10 - 35G,Fast,Carbon,Fuji,Normal,RM180,,,RM 10,12M,RM 180,RM 170,0
713005,Abu Garcia,24' Revo X,Casting,BC,7',BJ,12 - 30 LB,Heavy,15 - 45G,Fast,Graphite,Normal,Normal,RM235,,,RM 20,0,RM 235,RM 215,0
393592,Lemax,Gunfire,Casting,BC,7',2PCS,10 - 25 LB,Heavy,10 - 50G,Moderate,(Comp),Normal,Normal,RM85,,,,0,RM 85,RM 85,0
543668,Shimano,20' Zodias 1610,Casting,BC,"6'10""",2PCS,8 - 16 LB,Medium,7 - 21G,Fast,Graphite,CI4+,Normal,RM555,RM 50,,RM 10,0,RM 505,RM 495,0
543640,Shimano,20' Zodias 1610,Casting,BC,"6'10""",2PCS,10 - 20 LB,Medium Heavy,10 - 30G,Fast,Graphite,CI4+,Normal,RM555,RM 50,,RM 10,0,RM 505,RM 495,0
543819,Shimano,22' Majestuic XT,Casting,BC,"6'10""",2PCS,8 - 16 LB,Medium,7 - 28G,Fast,Graphite,CI4+,Normal,RM180,,,RM 10,0,RM 180,RM 170,0
543704,Shimano,21' Zodias 1610,Casting,BC,"6'10""",2PCS,6 - 12 LB,Medium Light,5 - 15G,Fast,Graphite,CI4+,Normal,RM520,,,RM 10,0,RM 520,RM 510,0
543834,Shimano,23' Vengeance AS,Casting,BC,"6'10""",2PCS,8 - 17 LB,Medium Light,7 - 25G,Fast,Carbon,Fuji,Fuji,RM225,,,,0,RM 225,RM 225,0
824108,Rapala,Mojo,Casting,BC,"6'8""",1PCS,8 - 16 LB,Medium,7 - 21G,Moderate - Fast,Carbon,Fuji,Normal,RM500,RM 40,,,0,RM 460,RM 460,0
824135,Rapala,Classic Vaaksy,Casting,BC,"6'8""",1PCS,8 - 20 LB,Medium Heavy,7 - 28G,Fast,Carbon,Fuji,Fuji,RM455,RM 40,,RM 30,0,RM 415,RM 385,0
824120,Rapala,Classic Vaaksy,Casting,BC,"6'8""",2PCS,8 - 20 LB,Medium Heavy,7 - 28G,Fast,Carbon,Fuji,Fuji,RM455,RM 40,,RM 30,0,RM 415,RM 385,0
113556,Daiwa,23' Phantom Versatile,Casting,BC,"6'6""",BJ,15 - 30 LB,Heavy,100G Max,Fast,Graphite,Fuji,Stainless Steel,RM185,,,RM 10,0,RM 185,RM 175,0
103535,Seahawk,Combat Trike,Casting,BC,"6'6""",2PCS,12 - 25 LB,Medium Heavy,12 - 30G,Fast,(Comp),Normal,Aluminium,RM120,,,RM 10,0,RM 120,RM 110,0
103454,Seahawk,Combat Stick,Casting,BC,"6'6""",2PCS,12 - 25 LB,Medium Heavy,15 - 30G,Fast,(Comp),Normal,Aluminium,RM110,,,RM 10,0,RM 110,RM 100,0
103580,Seahawk,Power Seven,Casting,BC,"6'6""",2PCS,12 - 25 LB,Medium Heavy,15 - 40G,Moderate,(Comp),Normal,Normal,RM65,,,,0,RM 65,RM 65,0
153545,Abu Garcia,21' Conolon Gold,Casting,BC,"6'6""",2PCS,12 - 25 LB,Medium Heavy,10 - 30G,Fast,Carbon,Normal,Normal,RM129,,,,0,RM 129,RM 129,0
263215,Eupro,Twister,Casting,BC,"6'6""",2PCS,10 - 25 LB,Medium Heavy,30G,Fast,(Comp),Normal,Normal,RM150,,,RM 10,0,RM 150,RM 140,0
393518,Lemax,Raptor-X,Casting,BC,"6'6""",2PCS,10 - 25 LB,Medium Heavy,12 - 30G,Moderate - Fast,(Comp),SiC,Normal,RM109,,,RM 10,0,RM 109,RM 99,0
713803,Abu Garcia,20' Ascalon,Casting,BC,"6'6""",2PCS,10 - 25 LB,Medium Heavy,8 - 40G,Fast,Graphite,Normal,Normal,RM159,,,,0,RM 159,RM 159,0
993158,EXP,Triton Casting,Casting,BC,"6'6""",2PCS,10 - 22 LB,Medium Heavy,10 - 30G,Fast,Carbon,Normal,Normal,RM190,,,RM 20,0,RM 190,RM 170,0
263474,Eupro,Dark Ranger,Casting,BC,"6'6""",2PCS,10 - 20 LB,Medium Heavy,8 - 30G,Fast,Carbon,Normal,Normal,RM140,,,RM 10,0,RM 140,RM 130,0
153467,Abu Garcia,21' Max - STX,Casting,BC,"6'6""",2PCS,10 - 20 LB,Medium Heavy,3/8 - 1OZ,Fast,(Comp),Fuji,Normal,RM125,,,,0,RM 125,RM 125,0
153462,Abu Garcia,Max - X,Casting,BC,"6'6""",2PCS,10 - 20 LB,Medium Heavy,3/8 - 1OZ,Fast,(Comp),Normal,Normal,RM129,,,,0,RM 129,RM 129,0
713013,Abu Garcia,21' Max Pro,Casting,BC,"6'6""",2PCS,10 - 20 LB,Medium Heavy,3/4 - 1OZ,Fast,(Comp),Fuji,Normal,RM225,,,,0,RM 225,RM 225,0
113412,Daiwa,20' Crossfire,Casting,BC,"6'6""",2PCS,10 - 20 LB,Medium Heavy,7 - 28G,Fast,Graphite,Titanium,Stainless Steel,RM89,,,,0,RM 89,RM 89,0
113255,Daiwa,18' Crossfire,Casting,BC,"6'6""",2PCS,10 - 20 LB,Medium Heavy,1/4 - 1OZ,Fast,Graphite,Titanium,Stainless Steel,RM125,,,,0,RM 125,RM 125,0
543757,Shimano,23' Baa One XT,Casting,BC,"6'6""",2PCS,10 - 20 LB,Medium Heavy,10 - 30G,Fast,Graphite,CI4+,CI4+,RM385,RM 30,,,12M,RM 355,RM 355,0
113643,Daiwa,25' Crossfire - X,Casting,BC,"6'6""",2PCS,10 - 20 LB,Medium Heavy,7 - 28G,Fast,Graphite,Titanium,Stainless Steel,RM125,,,RM 10,0,RM 125,RM 115,-1
393517,Lemax,Raptor - X,Casting,BC,6'3,2PCS,10 - 20 LB,Medium Heavy,12 - 25G,Fast,(Comp),SiC,Normal,RM105,,,RM 10,0,RM 105,RM 95,0
263480,Eupro,Madness XDR,Casting,BC,"6'6""",2PCS,8 - 15 LB,Medium Light,9 - 20G,Moderate - Fast,Graphite,Normal,Normal,RM130,,,RM 10,0,RM 130,RM 120,0
843109,Bullzen,Hyuga Ragnarok,Single Hand (Casting),BC,"5'8""",2PCS,2 - 6 LB,Ultra Light,2 - 6G,Slow - Moderate,Carbon,Normal,Normal,RM125,,,RM 10,0,RM 125,RM 115,-1
813024,Viper,Tanto,Single Hand (Casting),BC,"5'2""",1PCS,5 - 14 LB,Medium Light,1/10 - 3/7OZ,Fast,Graphite,Normal,Normal,RM155,,,RM 10,0,RM 155,RM 145,0
393629,Gawas,Team Gawas Finesse,Single Hand (Casting),BC,5',1PCS,3 - 8 LB,Ultra Light,2 - 8G,Fast,Carbon,Fuji,Aluminium,RM288,,,RM 30,Lifetime,RM 288,RM 258,0
813122,Rodford,Guncast 2,Single Hand (Casting),BC,"5'6""",1PCS,5 - 14 LB,Medium Light,4 - 15G,Fast,Graphite,Zirconia,Fuji,RM210,,,RM 20,0,RM 210,RM 190,0
283716,Awa-Shima,Full Moon Stick,Single Hand (Casting),BC,5'3,1PCS,5 - 14 LB,Medium Light,4 - 16G,Moderate,Carbon,Normal,Normal,RM99,,,RM 10,3M,RM 99,RM 89,-1
283750,Gtech,Giant Shooter,Single Hand (Casting),BC,5'3,1PCS,5 - 14 LB,Medium Light,4 - 16G,Moderate,Carbon,Normal,Aluminium,RM169,,,RM 10,1M,RM 169,RM 159,0
283749,Gtech,Giant Shooter,Single Hand (Casting),BC,5',1PCS,4 - 12 LB,Medium Light,3 - 14G,Moderate,Carbon,Normal,Aluminium,RM165,,,RM 10,0,RM 165,RM 155,0
283751,Gtech,Giant Shooter,Single Hand (Casting),BC,"5'6""",1PCS,8 - 16 LB,Medium Light,7 - 21G,Fast,Carbon,Normal,Aluminium,RM175,,,RM 10,0,RM 175,RM 165,0
263310,Eupro,Lunastick Classic,Single Hand (Casting),BC,"5'8""",1PCS,5 - 14 LB,Medium Light,3 - 12G,Moderate - Fast,Graphite,Fuji,Aluminium,RM135,,,RM 10,0,RM 135,RM 125,0
103642,Seahawk,Stream Cast,Single Hand (Casting),BC,5'3,2PCS,4 - 12 LB,Medium Light,4 - 18G,Moderate,Carbon,SiC,Aluminium,RM145,,,RM 10,0,RM 145,RM 135,0
843166,Bullzen,Hyuga Ragnarok Finesse,Single Hand (Casting),BC,"5'8""",2PCS,3 - 8 LB,Ultra Light,4 - 10G,Moderate,Carbon,Normal,Normal,RM120,,,RM 10,0,RM 120,RM 110,0
843110,Bullzen,Hyuga Ragnarok,Single Hand (Casting),BC,"5'8""",2PCS,3 - 8 LB,Ultra Light,4 - 10G,Slow - Moderate,Carbon,Normal,Normal,RM130,,,RM 10,0,RM 130,RM 120,0
843167,Bullzen,Hyuga Ragnarok Finesse,Single Hand (Casting),BC,"5'8""",2PCS,4 - 10 LB,Medium Light,6 - 14G,Moderate,Carbon,Normal,Normal,RM120,,,RM 10,0,RM 120,RM 110,0
263124,Eupro,Imagine,Casting,Spinning,"4'6""",1PCS,4 - 12 LB,Medium Light,4 - 16G,Fast,Carbon,Normal,Normal,RM110,,,RM 10,0,RM 110,RM 100,0
713700,Ugly Stik,USGXSP,Squid,Spinning,"5'10""",2PCS,2 - 6 LB,Ultra Light,0,Slow - Moderate,Graphite,Normal,Normal,RM129,,,RM 10,0,RM 129,RM 119,0
103197,Team Seahawk,Randuk,Single Hand (Casting),Spinning,5',1PCS,4 - 10 LB,Light,5 - 12G,Moderate,Carbon,Normal,Normal,RM240,,,RM 20,0,RM 240,RM 220,0
103644,Seahawk,Stream Cast,Single Hand (Casting),Spinning,5'3,2PCS,4 - 12 LB,Medium Light,4 - 18G,Moderate,Carbon,SiC,Aluminium,RM129,,,RM 10,0,RM 129,RM 119,0
103595,Team Seahawk,Randuk,Single Hand (Casting),Spinning,5'3,1PCS,5 - 12 LB,Medium Light,6 - 15G,Slow,Carbon,Normal,Aluminium,RM240,,,RM 20,0,RM 240,RM 220,0
393213,Lemax,Slim Max Micro Game,Casting,Spinning,"5'6""",2PCS,3 - 8 LB,Ultra Light,3 - 10G,Fast,Carbon,Normal,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
103277,Team Seahawk,Randuk,Single Hand (Casting),Spinning,"5'6""",1PCS,5 - 12 LB,Medium Light,6 - 15G,Slow - Moderate,Carbon,Normal,Aluminium,RM240,,,RM 20,0,RM 240,RM 220,0
103645,Seahawk,Stream Cast,Single Hand (Casting),Spinning,"5'6""",2PCS,5 - 16 LB,Medium Light,4 - 22G,Moderate - Fast,Carbon,SiC,Aluminium,RM135,,,RM 10,0,RM 135,RM 125,0
713713,Ugly Stik,GX2 US Spin Elite,Squid,Spinning,"5'6""",2PCS,4 - 8 LB,Ultra Light,1/16 - 3/8OZ,Slow - Moderate,Graphite,Stainless Steel,Normal,RM189,,,RM 20,7YRS,RM 189,RM 169,0
393211,Lemax,Slim Max Micro Game,Casting,Spinning,"5'6""",2PCS,2 - 6 LB,Ultra Light,2 - 7G,Slow - Moderate,Carbon,Normal,Normal,RM109,,,RM 10,0,RM 109,RM 99,0
103648,Seahawk,Flexis Lite RX,Casting,Spinning,"6'6""",2PCS,4 - 10 LB,Light,5 - 12G,Extra Fast,Carbon,Fuji,Normal,RM165,,,RM 10,0,RM 165,RM 155,4
393417,Lemax,Japan Finesse Hunter,Casting,Spinning,"5'6""",BJ,4 - 12 LB,Medium Light,7 - 15G,Moderate,Carbon,Normal,Normal,RM109,,,RM 10,0,RM 109,RM 99,0
113428,Daiwa,20' Crossfire-X ULG,Casting,Spinning,"5'9""",2PCS,2 - 6 LB,Ultra Light,1.7 - 12G,Fast,Graphite,Titanium,Stainless Steel,RM119,,,,0,RM 119,RM 119,0
843164,Bullzen,Hyuga Ragnarok Finesse,Casting,Spinning,"5'8""",2PCS,2 - 6 LB,Ultra Light,2 - 6G,Moderate,Carbon,Normal,Normal,RM120,,,RM 10,0,RM 120,RM 110,0
843170,Bullzen,Hyuga Ragnarok Finesse,Casting,Spinning,"5'8""",2PCS,4 - 10 LB,Light,6 - 14G,Fast,Carbon,Normal,Normal,RM120,,,RM 10,0,RM 120,RM 110,0
264164,Eupro,Feather Light,Casting,Spinning,6',2PCS,2 - 6 LB,Ultra Light,3 - 8G,Slow - Moderate,Carbon,Fuji,Normal,RM250,RM 30,,RM 20,0,RM 220,RM 200,0
713708,Ugly Stik,GX2-USGXSP,Casting,Spinning,6',2PCS,4 - 10 LB,Light,0,Slow - Moderate,Graphite,Normal,Normal,RM145,,,RM 10,0,RM 145,RM 135,0
283667,Awa-Shima,24' Incomparable Light,Casting,Spinning,6',2PCS,2 - 6 LB,Ultra Light,2 - 10G,Slow - Moderate,Carbon,Normal,Aluminium,RM49,,,,3M,RM 49,RM 49,-1
103522,Seahawk,Flexis Lite,Casting,Spinning,6'3,2PCS,2 - 6 LB,Ultra Light,2 - 8G,Fast,(Comp),Normal,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
393627,Lemax,Slim Max Micro Game,Casting,BC,"5'6""",2PCS,3 - 8 LB,Ultra Light,3 - 10G,Fast,Carbon,Normal,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
393215,Lemax,Slim Max Micro Game,Casting,BC,6',2PCS,3 - 8 LB,Ultra Light,3 - 10G,Fast,Carbon,Normal,Normal,RM119,,,RM 10,0,RM 119,RM 109,0
103471,Seahawk,Rover Lite,Casting,BC,6'3,2PCS,2 - 6 LB,Ultra Light,4 - 8G,Moderate - Fast,Carbon,Normal,Normal,RM125,,,RM 10,0,RM 125,RM 115,0
103169,Seahawk,Flexis Lite,Casting,BC,6'3,2PCS,2 - 6 LB,Ultra Light,2 - 8G,Moderate - Fast,(Comp),Normal,Normal,RM115,,,RM 10,0,RM 115,RM 105,0
103649,Seahawk,Flexis Lite RX,Casting,BC,6'3,2PCS,4 - 10 LB,Light,5 - 12G,Fast,Carbon,Fuji,Normal,RM165,,,RM 10,0,RM 165,RM 155,4
824051,Rapala,BFS Red Darter,Casting,BC,"6'5""",1PCS,4 - 8 LB,Ultra Light,2 - 10G,Fast,Graphite,Fuji,Normal,RM520,RM 40,,,0,RM 480,RM 480,0
283673,Relix Nusantara,Capung,Casting,BC,"6'6""",2PCS,1 - 5 LB,Ultra Light,1 - 8G,Moderate - Fast,Carbon,Sea,Normal,RM109,,,,12M,RM 109,RM 109,0
263406,Eupro,Crossfire X,Casting,Spinning,7',2PCS,4 - 10 LB,Light,5 - 15G,Fast,Graphite,SiC,Normal,RM145,,,RM 10,0,RM 145,RM 135,0
713712,Ugly Stik,GX2-USSP,Squid,Spinning,7',2PCS,2 - 6 LB,Ultra Light,0,Slow,Graphite,Normal,Normal,RM149,,,RM 10,0,RM 149,RM 139,0
113548,Daiwa,22' Aerolite,Casting,Spinning,"6'8""",2PCS,3 - 8 LB,Ultra Light,2 - 14G,Fast,Graphite,Fuji,Normal,RM225,,,RM 10,0,RM 225,RM 215,0
543737,Shimano,22' Majestic XT,Casting,Spinning,"6'8""",2PCS,3 - 6 LB,Ultra Light,5 - 15G,Fast,Carbon,Fuji,Normal,RM180,,,RM 10,12M,RM 180,RM 170,0
713806,Shakespeare,Micro Series,Casting,Spinning,"6'6""",1PCS,4 - 10 LB,Light,0,Moderate,Graphite,Stainless Steel,Normal,RM99,,,,0,RM 99,RM 99,0
113547,Daiwa,22' Aerolite,Casting,Spinning,"6'5""",2PCS,2 - 6 LB,Ultra Light,1.7 - 12G,Slow - Moderate,Graphite,Fuji,Normal,RM225,,,RM 10,0,RM 225,RM 215,0
263405,Eupro,Crossfire X,Casting,Spinning,"6'6""",2PCS,3 - 8 LB,Ultra Light,2 - 12G,Fast,Graphite,SiC,Normal,RM140,,,RM 10,0,RM 140,RM 130,0
824058,Storm,Discovery,Casting,Spinning,"6'6""",2PCS,2 - 6 LB,Ultra Light,3 - 7G,Moderate,(Comp),Fuji,Fuji,RM260,RM 30,,RM 20,0,RM 230,RM 210,0
543855,Shimano,22' Majestic XT,Casting,Spinning,"6'4""",2PCS,2 - 5 LB,Ultra Light,3 - 10G,Fast,Carbon,Fuji,Normal,RM180,,,RM 10,12M,RM 180,RM 170,0
103647,Seahawk,Flexis Lite RX,Casting,Spinning,6'3,2PCS,3 - 8 LB,Ultra Light,4 - 10G,Fast,Carbon,Fuji,Normal,RM165,,,RM 10,0,RM 165,RM 155,4
113427,Daiwa,20' Crossfire-X ULG,Casting,Spinning,6'3,2PCS,2 - 6 LB,Ultra Light,1.7 - 12G,Fast,Graphite,Titanium,Stainless Steel,RM119,,,,0,RM 119,RM 119,0
283668,Awa-Shima,24' Incomparable Light,Casting,Spinning,6'3,2PCS,2 - 6 LB,Ultra Light,2 - 10G,Slow,Carbon,Normal,Normal,RM49,,,,3M,RM 49,RM 49,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
0,0,0,0,0,0,0,   ,0,0,0,0,0,0,,,,,0,,,0
